datetime,temperatureF,humidity,visibilityMPH,windSpeedMPH,precipitationIn,conditions
2013-07-31 22:51:00,64.9,90,10.0,4.6,0.01,Mostly Cloudy
2013-07-31 23:51:00,64.9,90,9.0,4.6,N/A,Partly Cloudy
2013-08-01 00:51:00,64.9,90,8.0,5.8,N/A,Clear
2013-08-01 01:51:00,64.0,90,10.0,4.6,N/A,Clear
2013-08-01 02:51:00,63.0,90,10.0,4.6,N/A,Clear
2013-08-01 03:51:00,62.1,90,9.0,Calm,N/A,Clear
2013-08-01 04:51:00,62.1,90,9.0,Calm,N/A,Clear
2013-08-01 05:51:00,63.0,87,8.0,3.5,N/A,Partly Cloudy
2013-08-01 06:51:00,64.9,84,10.0,6.9,N/A,Partly Cloudy
2013-08-01 07:51:00,66.9,79,10.0,6.9,N/A,Partly Cloudy
2013-08-01 08:51:00,70.0,71,10.0,6.9,N/A,Scattered Clouds
2013-08-01 09:51:00,73.9,59,10.0,6.9,N/A,Partly Cloudy
2013-08-01 10:51:00,78.1,46,10.0,13.8,N/A,Scattered Clouds
2013-08-01 11:51:00,80.1,34,10.0,16.1,N/A,Mostly Cloudy
2013-08-01 12:51:00,80.1,34,10.0,10.4,N/A,Mostly Cloudy
2013-08-01 13:51:00,80.1,32,10.0,13.8,N/A,Mostly Cloudy
2013-08-01 14:51:00,82.0,33,10.0,12.7,N/A,Mostly Cloudy
2013-08-01 15:51:00,80.1,39,10.0,6.9,N/A,Mostly Cloudy
2013-08-01 16:51:00,80.1,36,10.0,13.8,N/A,Mostly Cloudy
2013-08-01 17:51:00,79.0,34,10.0,9.2,N/A,Mostly Cloudy
2013-08-01 18:51:00,78.1,36,10.0,9.2,N/A,Mostly Cloudy
2013-08-01 19:51:00,75.0,38,10.0,8.1,N/A,Scattered Clouds
2013-08-01 20:51:00,73.0,46,10.0,Calm,N/A,Partly Cloudy
2013-08-01 21:51:00,72.0,49,10.0,3.5,N/A,Clear
2013-08-01 22:51:00,70.0,53,10.0,4.6,N/A,Partly Cloudy
2013-08-01 23:51:00,68.0,59,10.0,4.6,N/A,Partly Cloudy
2013-08-02 00:51:00,68.0,59,10.0,4.6,N/A,Scattered Clouds
2013-08-02 01:51:00,66.9,63,10.0,6.9,N/A,Overcast
2013-08-02 02:51:00,66.9,68,10.0,11.5,0.00,Overcast
2013-08-02 03:51:00,68.0,68,10.0,Calm,N/A,Overcast
2013-08-02 04:51:00,66.9,76,10.0,Calm,0.00,Light Rain
2013-08-02 05:51:00,66.0,84,10.0,6.9,0.01,Overcast
2013-08-02 06:51:00,66.9,73,10.0,10.4,N/A,Overcast
2013-08-02 07:51:00,66.9,73,10.0,9.2,0.00,Overcast
2013-08-02 08:51:00,66.9,84,10.0,6.9,0.17,Mostly Cloudy
2013-08-02 09:51:00,69.1,84,10.0,9.2,0.04,Mostly Cloudy
2013-08-02 10:51:00,73.9,73,10.0,12.7,N/A,Mostly Cloudy
2013-08-02 11:51:00,79.0,64,10.0,9.2,N/A,Mostly Cloudy
2013-08-02 12:51:00,82.9,54,10.0,11.5,N/A,Mostly Cloudy
2013-08-02 13:51:00,82.9,51,10.0,12.7,N/A,Mostly Cloudy
2013-08-02 14:51:00,81.0,58,10.0,10.4,0.00,Mostly Cloudy
2013-08-02 15:51:00,77.0,69,10.0,5.8,0.01,Overcast
2013-08-02 16:51:00,80.1,64,10.0,8.1,N/A,Overcast
2013-08-02 17:51:00,77.0,74,10.0,11.5,0.18,Overcast
2013-08-02 18:51:00,77.0,69,10.0,5.8,N/A,Overcast
2013-08-02 19:51:00,77.0,64,10.0,3.5,N/A,Mostly Cloudy
2013-08-02 20:51:00,77.0,64,10.0,4.6,N/A,Overcast
2013-08-02 21:51:00,75.0,73,10.0,Calm,N/A,Overcast
2013-08-02 22:51:00,77.0,48,10.0,8.1,N/A,Overcast
2013-08-02 23:51:00,75.9,48,10.0,12.7,N/A,Overcast
2013-08-03 00:51:00,73.9,53,10.0,8.1,0.00,Overcast
2013-08-03 01:51:00,73.0,57,10.0,5.8,N/A,Overcast
2013-08-03 02:51:00,72.0,59,10.0,6.9,N/A,Mostly Cloudy
2013-08-03 03:51:00,70.0,63,10.0,4.6,N/A,Scattered Clouds
2013-08-03 04:51:00,68.0,65,10.0,8.1,N/A,Partly Cloudy
2013-08-03 05:51:00,66.9,68,10.0,5.8,N/A,Partly Cloudy
2013-08-03 06:51:00,68.0,73,10.0,5.8,N/A,Partly Cloudy
2013-08-03 07:51:00,71.1,73,10.0,9.2,N/A,Scattered Clouds
2013-08-03 08:51:00,73.9,62,10.0,11.5,N/A,Scattered Clouds
2013-08-03 09:51:00,75.9,54,10.0,10.4,N/A,Scattered Clouds
2013-08-03 10:51:00,77.0,42,10.0,8.1,N/A,Scattered Clouds
2013-08-03 11:51:00,77.0,43,10.0,16.1,N/A,Scattered Clouds
2013-08-03 12:51:00,79.0,39,10.0,13.8,N/A,Scattered Clouds
2013-08-03 13:51:00,78.1,35,10.0,13.8,N/A,Mostly Cloudy
2013-08-03 14:51:00,78.1,35,10.0,16.1,N/A,Scattered Clouds
2013-08-03 15:51:00,78.1,35,10.0,10.4,N/A,Mostly Cloudy
2013-08-03 16:51:00,78.1,36,10.0,12.7,N/A,Mostly Cloudy
2013-08-03 17:51:00,75.9,40,10.0,11.5,N/A,Mostly Cloudy
2013-08-03 18:51:00,73.9,45,10.0,10.4,N/A,Mostly Cloudy
2013-08-03 19:51:00,72.0,48,10.0,6.9,N/A,Mostly Cloudy
2013-08-03 20:51:00,71.1,55,10.0,6.9,N/A,Scattered Clouds
2013-08-03 21:51:00,70.0,61,10.0,4.6,N/A,Partly Cloudy
2013-08-03 22:51:00,69.1,63,10.0,Calm,N/A,Partly Cloudy
2013-08-03 23:51:00,68.0,65,10.0,Calm,N/A,Partly Cloudy
2013-08-04 00:51:00,66.0,70,10.0,3.5,N/A,Partly Cloudy
2013-08-04 01:51:00,64.0,75,10.0,Calm,N/A,Partly Cloudy
2013-08-04 02:51:00,64.9,73,10.0,Calm,N/A,Mostly Cloudy
2013-08-04 03:51:00,62.1,78,10.0,Calm,N/A,Scattered Clouds
2013-08-04 04:51:00,63.0,78,10.0,Calm,N/A,Clear
2013-08-04 05:51:00,62.1,78,10.0,Calm,N/A,Partly Cloudy
2013-08-04 06:51:00,63.0,78,10.0,3.5,N/A,Partly Cloudy
2013-08-04 07:51:00,68.0,73,10.0,4.6,N/A,Scattered Clouds
2013-08-04 08:51:00,70.0,65,10.0,8.1,N/A,Scattered Clouds
2013-08-04 09:51:00,71.1,66,10.0,12.7,N/A,Mostly Cloudy
2013-08-04 10:51:00,72.0,57,10.0,6.9,N/A,Scattered Clouds
2013-08-04 11:51:00,73.0,53,10.0,12.7,N/A,Scattered Clouds
2013-08-04 12:51:00,73.0,53,10.0,12.7,N/A,Scattered Clouds
2013-08-04 13:51:00,73.0,51,10.0,10.4,N/A,Scattered Clouds
2013-08-04 14:51:00,73.0,51,10.0,10.4,N/A,Mostly Cloudy
2013-08-04 15:51:00,72.0,53,10.0,10.4,N/A,Mostly Cloudy
2013-08-04 16:51:00,71.1,57,10.0,10.4,N/A,Mostly Cloudy
2013-08-04 17:51:00,70.0,57,10.0,11.5,N/A,Mostly Cloudy
2013-08-04 18:51:00,69.1,58,10.0,11.5,N/A,Overcast
2013-08-04 19:51:00,68.0,61,10.0,8.1,N/A,Mostly Cloudy
2013-08-04 20:51:00,68.0,61,10.0,8.1,0.00,Light Rain
2013-08-04 21:51:00,68.0,59,10.0,8.1,0.00,Overcast
2013-08-04 22:51:00,68.0,59,10.0,6.9,N/A,Overcast
2013-08-04 23:51:00,66.9,61,10.0,5.8,N/A,Mostly Cloudy
2013-08-05 00:51:00,66.0,63,10.0,4.6,N/A,Mostly Cloudy
2013-08-05 01:51:00,66.0,65,10.0,3.5,N/A,Mostly Cloudy
2013-08-05 02:51:00,64.9,70,10.0,3.5,N/A,Scattered Clouds
2013-08-05 03:51:00,64.0,73,10.0,4.6,N/A,Mostly Cloudy
2013-08-05 04:51:00,63.0,58,10.0,6.9,N/A,Scattered Clouds
2013-08-05 05:51:00,63.0,56,10.0,4.6,N/A,Mostly Cloudy
2013-08-05 06:51:00,63.0,58,10.0,8.1,N/A,Mostly Cloudy
2013-08-05 07:51:00,66.9,52,10.0,6.9,N/A,Mostly Cloudy
2013-08-05 08:51:00,66.9,54,10.0,6.9,N/A,Overcast
2013-08-05 09:51:00,69.1,58,10.0,5.8,N/A,Overcast
2013-08-05 10:51:00,71.1,61,10.0,5.8,N/A,Overcast
2013-08-05 11:51:00,70.0,68,10.0,11.5,0.00,Light Rain
2013-08-05 12:51:00,71.1,70,10.0,9.2,0.01,Overcast
2013-08-05 13:51:00,75.0,55,10.0,11.5,N/A,Overcast
2013-08-05 14:51:00,75.0,53,10.0,13.8,N/A,Overcast
2013-08-05 15:51:00,72.0,61,10.0,13.8,N/A,Overcast
2013-08-05 16:51:00,72.0,59,10.0,11.5,N/A,Overcast
2013-08-05 17:51:00,70.0,71,10.0,8.1,0.01,Overcast
2013-08-05 18:51:00,70.0,71,10.0,9.2,N/A,Mostly Cloudy
2013-08-05 19:51:00,71.1,66,10.0,5.8,N/A,Overcast
2013-08-05 20:51:00,71.1,66,10.0,6.9,N/A,Overcast
2013-08-05 21:51:00,70.0,68,10.0,8.1,N/A,Overcast
2013-08-05 22:51:00,70.0,71,10.0,5.8,N/A,Overcast
2013-08-05 23:51:00,70.0,73,10.0,9.2,N/A,Overcast
2013-08-06 00:51:00,70.0,73,10.0,9.2,N/A,Overcast
2013-08-06 01:51:00,69.1,78,10.0,8.1,N/A,Overcast
2013-08-06 02:51:00,70.0,76,10.0,5.8,N/A,Overcast
2013-08-06 03:51:00,69.1,78,10.0,5.8,N/A,Mostly Cloudy
2013-08-06 04:51:00,69.1,81,10.0,5.8,N/A,Overcast
2013-08-06 05:51:00,68.0,84,10.0,3.5,N/A,Overcast
2013-08-06 06:51:00,69.1,84,9.0,8.1,N/A,Overcast
2013-08-06 07:51:00,69.1,84,10.0,12.7,N/A,Mostly Cloudy
2013-08-06 08:51:00,71.1,81,10.0,13.8,N/A,Mostly Cloudy
2013-08-06 09:51:00,73.0,76,10.0,12.7,N/A,Mostly Cloudy
2013-08-06 10:51:00,75.0,73,10.0,12.7,N/A,Mostly Cloudy
2013-08-06 11:51:00,77.0,71,10.0,10.4,N/A,Mostly Cloudy
2013-08-06 12:51:00,80.1,64,10.0,11.5,N/A,Scattered Clouds
2013-08-06 13:51:00,81.0,62,10.0,9.2,N/A,Mostly Cloudy
2013-08-06 14:51:00,82.0,60,10.0,8.1,N/A,Mostly Cloudy
2013-08-06 15:51:00,82.9,56,10.0,9.2,N/A,Mostly Cloudy
2013-08-06 16:51:00,84.0,55,10.0,10.4,N/A,Mostly Cloudy
2013-08-06 17:51:00,82.0,58,10.0,10.4,N/A,Mostly Cloudy
2013-08-06 18:51:00,80.1,67,10.0,11.5,N/A,Overcast
2013-08-06 19:51:00,79.0,66,10.0,10.4,N/A,Mostly Cloudy
2013-08-06 20:51:00,78.1,68,10.0,11.5,N/A,Mostly Cloudy
2013-08-06 21:51:00,77.0,74,10.0,10.4,N/A,Scattered Clouds
2013-08-06 22:51:00,75.9,76,10.0,8.1,N/A,Overcast
2013-08-06 23:51:00,75.0,79,10.0,9.2,N/A,Mostly Cloudy
2013-08-07 00:51:00,75.0,79,10.0,6.9,N/A,Overcast
2013-08-07 01:51:00,75.0,82,10.0,8.1,N/A,Mostly Cloudy
2013-08-07 02:51:00,73.9,82,10.0,6.9,N/A,Overcast
2013-08-07 03:51:00,73.0,87,6.0,9.2,N/A,Partly Cloudy
2013-08-07 04:51:00,73.0,87,7.0,9.2,N/A,Mostly Cloudy
2013-08-07 05:51:00,73.0,87,6.0,9.2,N/A,Scattered Clouds
2013-08-07 06:51:00,73.9,85,9.0,10.4,N/A,Scattered Clouds
2013-08-07 07:51:00,77.0,76,10.0,10.4,N/A,Mostly Cloudy
2013-08-07 08:51:00,80.1,71,10.0,9.2,N/A,Scattered Clouds
2013-08-07 09:51:00,82.0,67,10.0,11.5,N/A,Mostly Cloudy
2013-08-07 10:51:00,84.0,63,10.0,10.4,N/A,Mostly Cloudy
2013-08-07 11:51:00,86.0,59,10.0,5.8,N/A,Mostly Cloudy
2013-08-07 12:51:00,87.1,55,10.0,13.8,N/A,Mostly Cloudy
2013-08-07 13:51:00,86.0,59,10.0,9.2,0.01,Scattered Clouds
2013-08-07 14:51:00,91.0,42,10.0,13.8,N/A,Mostly Cloudy
2013-08-07 15:51:00,86.0,59,10.0,16.1,N/A,Mostly Cloudy
2013-08-07 16:51:00,82.9,65,10.0,6.9,N/A,Mostly Cloudy
2013-08-07 17:51:00,81.0,65,10.0,13.8,N/A,Mostly Cloudy
2013-08-07 18:51:00,79.0,72,10.0,16.1,N/A,Mostly Cloudy
2013-08-07 19:51:00,73.9,76,10.0,18.4,N/A,Mostly Cloudy
2013-08-07 20:51:00,72.0,71,10.0,12.7,N/A,Scattered Clouds
2013-08-07 21:51:00,72.0,71,10.0,8.1,N/A,Partly Cloudy
2013-08-07 22:51:00,72.0,64,10.0,9.2,N/A,Clear
2013-08-07 23:51:00,71.1,70,10.0,8.1,N/A,Clear
2013-08-08 00:51:00,70.0,71,10.0,5.8,N/A,Partly Cloudy
2013-08-08 01:51:00,70.0,71,10.0,5.8,N/A,Partly Cloudy
2013-08-08 02:51:00,70.0,73,10.0,8.1,N/A,Partly Cloudy
2013-08-08 03:51:00,70.0,71,10.0,6.9,N/A,Mostly Cloudy
2013-08-08 04:51:00,70.0,71,10.0,11.5,N/A,Scattered Clouds
2013-08-08 05:51:00,69.1,78,10.0,9.2,N/A,Mostly Cloudy
2013-08-08 06:51:00,69.1,78,10.0,11.5,N/A,Mostly Cloudy
2013-08-08 07:51:00,71.1,68,10.0,13.8,N/A,Scattered Clouds
2013-08-08 08:51:00,71.1,68,10.0,16.1,N/A,Mostly Cloudy
2013-08-08 09:51:00,73.0,53,10.0,18.4,N/A,Scattered Clouds
2013-08-08 10:51:00,73.9,52,10.0,15.0,N/A,Scattered Clouds
2013-08-08 11:51:00,75.0,46,10.0,12.7,N/A,Mostly Cloudy
2013-08-08 12:51:00,75.9,42,10.0,12.7,N/A,Mostly Cloudy
2013-08-08 13:51:00,75.9,42,10.0,12.7,N/A,Mostly Cloudy
2013-08-08 14:51:00,79.0,35,10.0,12.7,N/A,Mostly Cloudy
2013-08-08 15:51:00,78.1,37,10.0,12.7,N/A,Mostly Cloudy
2013-08-08 16:51:00,75.9,38,10.0,12.7,N/A,Mostly Cloudy
2013-08-08 17:51:00,77.0,37,10.0,11.5,N/A,Mostly Cloudy
2013-08-08 18:51:00,73.0,42,10.0,10.4,N/A,Mostly Cloudy
2013-08-08 19:51:00,72.0,46,10.0,10.4,N/A,Mostly Cloudy
2013-08-08 20:51:00,71.1,49,10.0,9.2,N/A,Mostly Cloudy
2013-08-08 21:51:00,70.0,51,10.0,6.9,N/A,Overcast
2013-08-08 22:51:00,70.0,53,10.0,10.4,N/A,Overcast
2013-08-08 23:51:00,69.1,57,10.0,4.6,N/A,Overcast
2013-08-09 00:51:00,69.1,58,10.0,4.6,N/A,Overcast
2013-08-09 01:51:00,69.1,58,10.0,Calm,N/A,Overcast
2013-08-09 02:51:00,64.9,68,10.0,3.5,N/A,Partly Cloudy
2013-08-09 03:51:00,64.9,68,10.0,Calm,N/A,Partly Cloudy
2013-08-09 04:51:00,64.0,73,10.0,Calm,N/A,Partly Cloudy
2013-08-09 05:51:00,63.0,75,10.0,3.5,N/A,Scattered Clouds
2013-08-09 06:51:00,64.9,73,10.0,3.5,N/A,Scattered Clouds
2013-08-09 07:51:00,70.0,63,10.0,Calm,N/A,Scattered Clouds
2013-08-09 08:51:00,73.9,45,10.0,Calm,N/A,Mostly Cloudy
2013-08-09 09:51:00,75.9,42,10.0,4.6,N/A,Mostly Cloudy
2013-08-09 10:51:00,79.0,45,10.0,8.1,N/A,Mostly Cloudy
2013-08-09 11:51:00,81.0,44,10.0,6.9,N/A,Mostly Cloudy
2013-08-09 12:51:00,82.0,42,10.0,10.4,N/A,Mostly Cloudy
2013-08-09 13:51:00,82.9,41,10.0,9.2,N/A,Mostly Cloudy
2013-08-09 14:51:00,82.0,41,10.0,8.1,N/A,Overcast
2013-08-09 15:51:00,82.0,42,10.0,9.2,N/A,Overcast
2013-08-09 16:51:00,82.0,47,10.0,10.4,N/A,Overcast
2013-08-09 17:51:00,82.0,49,10.0,10.4,N/A,Overcast
2013-08-09 18:51:00,80.1,54,10.0,10.4,N/A,Mostly Cloudy
2013-08-09 19:51:00,78.1,60,10.0,9.2,N/A,Overcast
2013-08-09 20:51:00,77.0,60,10.0,6.9,N/A,Overcast
2013-08-09 21:51:00,75.0,66,10.0,5.8,N/A,Overcast
2013-08-09 22:51:00,75.9,64,10.0,5.8,N/A,Overcast
2013-08-09 23:51:00,75.0,69,10.0,4.6,N/A,Overcast
2013-08-10 00:51:00,73.9,71,10.0,4.6,N/A,Overcast
2013-08-10 01:51:00,72.0,73,10.0,5.8,N/A,Overcast
2013-08-10 02:51:00,72.0,68,10.0,6.9,N/A,Overcast
2013-08-10 03:51:00,71.1,75,10.0,3.5,N/A,Mostly Cloudy
2013-08-10 04:51:00,70.0,81,10.0,5.8,N/A,Partly Cloudy
2013-08-10 05:51:00,68.0,84,10.0,4.6,N/A,Partly Cloudy
2013-08-10 06:51:00,70.0,81,10.0,4.6,N/A,Partly Cloudy
2013-08-10 07:51:00,73.9,71,10.0,4.6,N/A,Partly Cloudy
2013-08-10 08:51:00,75.0,55,10.0,8.1,N/A,Partly Cloudy
2013-08-10 09:51:00,77.0,45,10.0,10.4,N/A,Partly Cloudy
2013-08-10 10:51:00,78.1,40,10.0,8.1,N/A,Scattered Clouds
2013-08-10 11:51:00,79.0,38,10.0,8.1,N/A,Mostly Cloudy
2013-08-10 12:51:00,79.0,36,10.0,11.5,N/A,Mostly Cloudy
2013-08-10 13:51:00,80.1,36,10.0,11.5,N/A,Mostly Cloudy
2013-08-10 14:51:00,79.0,38,10.0,10.4,N/A,Mostly Cloudy
2013-08-10 15:51:00,79.0,38,10.0,10.4,N/A,Mostly Cloudy
2013-08-10 16:51:00,77.0,43,10.0,10.4,N/A,Scattered Clouds
2013-08-10 17:51:00,75.9,43,10.0,10.4,N/A,Scattered Clouds
2013-08-10 18:51:00,75.0,43,10.0,10.4,N/A,Partly Cloudy
2013-08-10 19:51:00,73.9,46,10.0,9.2,N/A,Mostly Cloudy
2013-08-10 20:51:00,73.9,45,10.0,8.1,N/A,Mostly Cloudy
2013-08-10 21:51:00,73.0,51,10.0,5.8,N/A,Mostly Cloudy
2013-08-10 22:51:00,72.0,53,10.0,4.6,N/A,Mostly Cloudy
2013-08-10 23:51:00,71.1,59,10.0,4.6,N/A,Mostly Cloudy
2013-08-11 00:51:00,70.0,63,10.0,Calm,N/A,Partly Cloudy
2013-08-11 01:51:00,69.1,63,10.0,Calm,N/A,Clear
2013-08-11 02:51:00,66.9,70,10.0,Calm,N/A,Clear
2013-08-11 03:51:00,66.0,70,10.0,Calm,N/A,Scattered Clouds
2013-08-11 04:51:00,64.9,73,10.0,3.5,N/A,Partly Cloudy
2013-08-11 05:51:00,64.0,75,10.0,Calm,N/A,Partly Cloudy
2013-08-11 06:51:00,64.9,75,10.0,4.6,N/A,Partly Cloudy
2013-08-11 07:51:00,70.0,65,10.0,Calm,N/A,Partly Cloudy
2013-08-11 08:51:00,73.0,53,10.0,Calm,N/A,Partly Cloudy
2013-08-11 09:51:00,75.9,45,10.0,5.8,N/A,Scattered Clouds
2013-08-11 10:51:00,78.1,40,10.0,5.8,N/A,Mostly Cloudy
2013-08-11 11:51:00,78.1,40,10.0,5.8,N/A,Mostly Cloudy
2013-08-11 12:51:00,79.0,40,10.0,5.8,N/A,Mostly Cloudy
2013-08-11 13:51:00,80.1,40,10.0,4.6,N/A,Mostly Cloudy
2013-08-11 14:51:00,82.0,39,10.0,5.8,N/A,Scattered Clouds
2013-08-11 15:51:00,82.9,39,10.0,9.2,N/A,Mostly Cloudy
2013-08-11 16:51:00,81.0,44,10.0,10.4,N/A,Overcast
2013-08-11 17:51:00,80.1,48,10.0,12.7,N/A,Overcast
2013-08-11 18:51:00,79.0,50,10.0,9.2,N/A,Overcast
2013-08-11 19:51:00,77.0,58,10.0,8.1,0.00,Overcast
2013-08-11 20:51:00,78.1,56,10.0,8.1,N/A,Overcast
2013-08-11 21:51:00,77.0,58,10.0,8.1,N/A,Mostly Cloudy
2013-08-11 22:51:00,75.0,62,10.0,6.9,N/A,Mostly Cloudy
2013-08-11 23:51:00,73.9,64,10.0,6.9,N/A,Scattered Clouds
2013-08-12 00:51:00,73.9,64,10.0,9.2,N/A,Mostly Cloudy
2013-08-12 01:51:00,73.0,66,10.0,9.2,N/A,Overcast
2013-08-12 02:51:00,72.0,68,10.0,6.9,N/A,Overcast
2013-08-12 03:51:00,71.1,70,10.0,8.1,N/A,Mostly Cloudy
2013-08-12 04:51:00,71.1,73,10.0,6.9,N/A,Overcast
2013-08-12 05:51:00,71.1,70,10.0,8.1,N/A,Overcast
2013-08-12 06:51:00,71.1,70,10.0,8.1,N/A,Mostly Cloudy
2013-08-12 07:51:00,73.0,68,10.0,6.9,N/A,Scattered Clouds
2013-08-12 08:51:00,77.0,60,10.0,10.4,N/A,Mostly Cloudy
2013-08-12 09:51:00,78.1,54,10.0,12.7,N/A,Mostly Cloudy
2013-08-12 10:51:00,81.0,47,10.0,10.4,N/A,Mostly Cloudy
2013-08-12 11:51:00,82.0,51,10.0,12.7,N/A,Overcast
2013-08-12 12:51:00,84.0,49,10.0,10.4,N/A,Overcast
2013-08-12 13:51:00,84.0,47,10.0,10.4,N/A,Overcast
2013-08-12 14:51:00,75.0,69,0.8,6.9,0.30,Heavy Rain
2013-08-12 15:51:00,77.0,74,9.0,4.6,0.35,Light Rain
2013-08-12 16:51:00,79.0,66,10.0,9.2,0.00,Mostly Cloudy
2013-08-12 17:51:00,75.9,71,10.0,8.1,N/A,Mostly Cloudy
2013-08-12 18:51:00,75.9,74,10.0,6.9,N/A,Mostly Cloudy
2013-08-12 19:51:00,73.0,81,6.0,Calm,0.01,Light Rain
2013-08-12 20:51:00,72.0,84,8.0,6.9,0.00,Scattered Clouds
2013-08-12 21:51:00,72.0,78,10.0,3.5,N/A,Partly Cloudy
2013-08-12 22:51:00,71.1,81,7.0,4.6,N/A,Scattered Clouds
2013-08-12 23:51:00,70.0,87,6.0,5.8,N/A,Partly Cloudy
2013-08-13 00:51:00,69.1,87,6.0,6.9,N/A,Partly Cloudy
2013-08-13 01:51:00,69.1,78,10.0,11.5,N/A,Partly Cloudy
2013-08-13 02:51:00,68.0,76,10.0,12.7,N/A,Mostly Cloudy
2013-08-13 03:51:00,66.0,70,10.0,12.7,N/A,Scattered Clouds
2013-08-13 04:51:00,64.9,68,10.0,10.4,N/A,Scattered Clouds
2013-08-13 05:51:00,64.0,65,10.0,15.0,N/A,Scattered Clouds
2013-08-13 06:51:00,64.0,65,10.0,16.1,N/A,Mostly Cloudy
2013-08-13 07:51:00,64.0,67,10.0,13.8,N/A,Mostly Cloudy
2013-08-13 08:51:00,66.0,63,10.0,15.0,N/A,Scattered Clouds
2013-08-13 09:51:00,66.0,56,10.0,15.0,N/A,Scattered Clouds
2013-08-13 10:51:00,69.1,49,10.0,18.4,N/A,Mostly Cloudy
2013-08-13 11:51:00,69.1,47,10.0,18.4,N/A,Mostly Cloudy
2013-08-13 12:51:00,69.1,45,10.0,13.8,N/A,Mostly Cloudy
2013-08-13 13:51:00,70.0,46,10.0,11.5,N/A,Scattered Clouds
2013-08-13 14:51:00,70.0,39,10.0,17.3,N/A,Mostly Cloudy
2013-08-13 15:51:00,70.0,38,10.0,15.0,N/A,Mostly Cloudy
2013-08-13 16:51:00,69.1,36,10.0,15.0,N/A,Scattered Clouds
2013-08-13 17:51:00,69.1,42,10.0,8.1,N/A,Mostly Cloudy
2013-08-13 18:51:00,66.9,47,10.0,6.9,N/A,Scattered Clouds
2013-08-13 19:51:00,64.9,54,10.0,8.1,N/A,Scattered Clouds
2013-08-13 20:51:00,64.9,56,10.0,8.1,N/A,Mostly Cloudy
2013-08-13 21:51:00,64.0,60,10.0,6.9,N/A,Partly Cloudy
2013-08-13 22:51:00,63.0,65,10.0,5.8,N/A,Partly Cloudy
2013-08-13 23:51:00,63.0,63,10.0,5.8,N/A,Partly Cloudy
2013-08-14 00:51:00,62.1,65,10.0,4.6,N/A,Partly Cloudy
2013-08-14 01:51:00,62.1,65,10.0,4.6,N/A,Partly Cloudy
2013-08-14 02:51:00,59.0,75,10.0,4.6,N/A,Scattered Clouds
2013-08-14 03:51:00,61.0,70,10.0,6.9,N/A,Mostly Cloudy
2013-08-14 04:51:00,60.1,72,10.0,3.5,N/A,Mostly Cloudy
2013-08-14 05:51:00,59.0,75,10.0,5.8,N/A,Mostly Cloudy
2013-08-14 06:51:00,60.1,69,10.0,8.1,N/A,Mostly Cloudy
2013-08-14 07:51:00,63.0,63,10.0,8.1,N/A,Mostly Cloudy
2013-08-14 08:51:00,66.0,50,10.0,9.2,N/A,Mostly Cloudy
2013-08-14 09:51:00,68.0,42,10.0,6.9,N/A,Mostly Cloudy
2013-08-14 10:51:00,68.0,42,10.0,12.7,N/A,Mostly Cloudy
2013-08-14 11:51:00,70.0,42,10.0,13.8,N/A,Mostly Cloudy
2013-08-14 12:51:00,70.0,42,10.0,8.1,N/A,Mostly Cloudy
2013-08-14 13:51:00,70.0,41,10.0,3.5,N/A,Mostly Cloudy
2013-08-14 14:51:00,70.0,42,10.0,9.2,N/A,Scattered Clouds
2013-08-14 15:51:00,69.1,44,10.0,10.4,N/A,Scattered Clouds
2013-08-14 16:51:00,69.1,49,10.0,6.9,N/A,Scattered Clouds
2013-08-14 17:51:00,68.0,50,10.0,9.2,N/A,Scattered Clouds
2013-08-14 18:51:00,66.9,54,10.0,8.1,N/A,Scattered Clouds
2013-08-14 19:51:00,64.9,58,10.0,5.8,N/A,Partly Cloudy
2013-08-14 20:51:00,64.0,60,10.0,6.9,N/A,Partly Cloudy
2013-08-14 21:51:00,64.0,60,10.0,4.6,N/A,Partly Cloudy
2013-08-14 22:51:00,63.0,60,10.0,4.6,N/A,Partly Cloudy
2013-08-14 23:51:00,62.1,58,10.0,3.5,N/A,Partly Cloudy
2013-08-15 00:51:00,61.0,60,10.0,3.5,N/A,Scattered Clouds
2013-08-15 01:51:00,59.0,67,10.0,5.8,N/A,Scattered Clouds
2013-08-15 02:51:00,59.0,64,10.0,5.8,N/A,Mostly Cloudy
2013-08-15 03:51:00,59.0,64,10.0,5.8,N/A,Mostly Cloudy
2013-08-15 04:51:00,57.9,70,10.0,4.6,N/A,Mostly Cloudy
2013-08-15 05:51:00,57.0,72,10.0,5.8,N/A,Mostly Cloudy
2013-08-15 06:51:00,57.9,72,10.0,5.8,N/A,Mostly Cloudy
2013-08-15 07:51:00,62.1,62,10.0,8.1,N/A,Mostly Cloudy
2013-08-15 08:51:00,64.9,58,10.0,10.4,N/A,Mostly Cloudy
2013-08-15 09:51:00,69.1,53,10.0,8.1,N/A,Mostly Cloudy
2013-08-15 10:51:00,71.1,47,10.0,8.1,N/A,Mostly Cloudy
2013-08-15 11:51:00,72.0,48,10.0,8.1,N/A,Mostly Cloudy
2013-08-15 12:51:00,73.9,45,10.0,6.9,N/A,Mostly Cloudy
2013-08-15 13:51:00,73.0,48,10.0,9.2,N/A,Mostly Cloudy
2013-08-15 14:51:00,72.0,48,10.0,6.9,N/A,Overcast
2013-08-15 15:51:00,72.0,46,10.0,3.5,N/A,Mostly Cloudy
